course_code,sdg_number,sdg_name,addressed,justification,timestamp
COMM2244,11,Sustainable Cities and Communities,No,Not explicitly addressed in course content,2024-10-30 12:41:12.636535
COMM2244,12,Responsible Consumption and Production,No,Not explicitly addressed in course content,2024-10-30 12:41:12.636537
COMM2244,13,Climate Action,No,Not explicitly addressed in course content,2024-10-30 12:41:12.636538
COMM2244,16,"Peace, Justice and Strong Institutions",No,Not explicitly addressed in course content,2024-10-30 12:41:12.636540
COMM2244,17,Partnerships for the Goals,Yes,Involves industry partnerships and collaborative problem-solving projects,2024-10-30 12:41:12.636542
COMM1900,4,Quality Education,Yes,Course provides undergraduate business education focused on organizational management and decision-making,2024-10-30 12:41:16.702356
COMM1900,8,Decent Work and Economic Growth,Yes,Focuses on business environments and organizational management for sustainable operations,2024-10-30 12:41:16.702364
COMM1900,9,Industry Innovation and Infrastructure,Yes,Covers technological aspects of business environments and organizational innovation,2024-10-30 12:41:16.702366
COMM1900,12,Responsible Consumption and Production,Yes,Addresses corporate sustainability and responsible business practices,2024-10-30 12:41:16.702367
COMM1900,13,Climate Action,Yes,Includes environmental responsibility and sustainability in business decision-making,2024-10-30 12:41:16.702369
COMM1900,16,Peace Justice and Strong Institutions,Yes,Covers legal and political aspects of business environments and corporate governance,2024-10-30 12:41:16.702371
COMM1900,17,Partnerships for the Goals,Yes,Recognizes UN SDGs and PRME principles in business education,2024-10-30 12:41:16.702373
COMM5202,1,No Poverty,Yes,Course examines social sustainability and business responsibility towards communities,2024-10-30 12:41:43.620288
COMM5202,2,Zero Hunger,No,Not explicitly addressed in course content,2024-10-30 12:41:43.620294
COMM5202,3,Good Health and Well-being,Yes,Covers social sustainability and building healthy communities,2024-10-30 12:41:43.620296
COMM5202,4,Quality Education,Yes,Provides postgraduate education in sustainability management,2024-10-30 12:41:43.620298
COMM5202,5,Gender Equality,No,Not explicitly addressed in course content,2024-10-30 12:41:43.620300
COMM5202,6,Clean Water and Sanitation,No,Not explicitly addressed in course content,2024-10-30 12:41:43.620301
COMM5202,7,Affordable and Clean Energy,No,Not explicitly addressed in course content,2024-10-30 12:41:43.620303
COMM5202,8,Decent Work and Economic Growth,Yes,Covers sustainable business models and employment ethics,2024-10-30 12:41:43.620305
COMM5202,9,Industry Innovation and Infrastructure,Yes,Examines sustainable business practices and organizational models,2024-10-30 12:41:43.620307
COMM5202,10,Reduced Inequalities,Yes,Addresses social sustainability and stakeholder engagement,2024-10-30 12:41:43.620308
COMM5202,11,Sustainable Cities and Communities,Yes,Focuses on building strong communities and social sustainability,2024-10-30 12:41:43.620310
COMM5202,12,Responsible Consumption and Production,Yes,Covers sustainable supply chains and operations,2024-10-30 12:41:43.620311
COMM5202,13,Climate Action,Yes,Addresses environmental sustainability and ecological systems,2024-10-30 12:41:43.620312
COMM5202,14,Life Below Water,No,Not explicitly addressed in course content,2024-10-30 12:41:43.620314
COMM5202,15,Life on Land,Yes,Examines environmental sustainability and ecosystems,2024-10-30 12:41:43.620315
COMM5202,16,"Peace, Justice and Strong Institutions",Yes,Covers corporate governance and ethical business practices,2024-10-30 12:41:43.620316
COMM5202,17,Partnerships for the Goals,Yes,Emphasizes stakeholder collaboration and systems thinking,2024-10-30 12:41:43.620317
COMM5601,4,Quality Education,Yes,Course provides postgraduate education in data analytics and business applications,2024-10-30 12:41:47.014765
COMM5601,8,Decent Work and Economic Growth,Yes,Develops skills for business analytics and data-driven decision making,2024-10-30 12:41:47.014774
COMM5601,9,Industry Innovation and Infrastructure,Yes,Focuses on analytics techniques and technological innovation for business,2024-10-30 12:41:47.014776
COMM5601,12,Responsible Consumption and Production,Yes,Includes ethics and sustainability implications in data analysis and modeling,2024-10-30 12:41:47.014778
COMM5601,17,Partnerships for the Goals,Yes,Involves industry collaboration and cross-disciplinary problem solving,2024-10-30 12:41:47.014780
COMM2222,4,Quality Education,Yes,Course provides practical industry experience and professional skills development,2024-10-30 12:41:49.895159
COMM2222,8,Decent Work and Economic Growth,Yes,Focuses on workplace integration and professional development in business settings,2024-10-30 12:41:49.895164
COMM2222,9,Industry Innovation and Infrastructure,Yes,Students work directly with industry partners on real business projects,2024-10-30 12:41:49.895166
COMM2222,17,Partnerships for the Goals,Yes,Creates partnerships between university and industry for student development,2024-10-30 12:41:49.895167
COMM1120,4,Quality Education,Yes,Course provides structured business education focused on innovation and collaboration skills,2024-10-30 12:42:09.415621
COMM1120,8,Decent Work and Economic Growth,Yes,Develops skills for business innovation and effective workplace collaboration,2024-10-30 12:42:09.415627
COMM1120,9,Industry Innovation and Infrastructure,Yes,Focuses on innovation processes and creative problem-solving in business contexts,2024-10-30 12:42:09.415629
COMM1120,10,Reduced Inequalities,Yes,Emphasizes cultural competence and diverse perspectives in teamwork,2024-10-30 12:42:09.415631
COMM1120,12,Responsible Consumption and Production,Yes,Addresses business challenges with focus on social impact solutions,2024-10-30 12:42:09.415632
COMM1120,17,Partnerships for the Goals,Yes,Promotes collaborative approaches and teamwork for solving complex problems,2024-10-30 12:42:09.415633
COMM1120,4,Quality Education,Yes,Course provides business education focused on collaboration and innovation skills,2024-10-30 12:42:13.411171
COMM1120,8,Decent Work and Economic Growth,Yes,Develops skills for business innovation and effective workplace collaboration,2024-10-30 12:42:13.411178
COMM1120,9,Industry Innovation and Infrastructure,Yes,Focuses on innovation processes and creative solutions for business challenges,2024-10-30 12:42:13.411180
COMM1120,10,Reduced Inequalities,Yes,Emphasizes diverse teams and cultural perspectives in collaborative work,2024-10-30 12:42:13.411181
COMM1120,12,Responsible Consumption and Production,Yes,Addresses business solutions for complex 21st century challenges,2024-10-30 12:42:13.411182
COMM1120,17,Partnerships for the Goals,Yes,Develops skills for effective teamwork and cross-cultural collaboration,2024-10-30 12:42:13.411184
COMM5022,4,Quality Education,Yes,Course provides practical work experience and professional skill development for postgraduate students,2024-10-30 12:42:30.515601
COMM5022,8,Decent Work and Economic Growth,Yes,"Focuses on workplace experience, professional development, and career preparation",2024-10-30 12:42:30.515605
COMM5022,9,"Industry, Innovation and Infrastructure",Yes,Students gain industry experience and contribute to business practices through placements,2024-10-30 12:42:30.515607
COMM5022,12,Responsible Consumption and Production,Yes,Students analyze organizational purpose and responsible business practices,2024-10-30 12:42:30.515608
COMM5022,17,Partnerships for the Goals,Yes,Creates partnerships between university and industry for student development,2024-10-30 12:42:30.515608
COMM1999,4,Quality Education,Yes,Course provides business education and professional development through portfolio building,2024-10-30 12:42:34.522879
COMM1999,8,Decent Work and Economic Growth,Yes,Focuses on work integrated learning and professional development for business careers,2024-10-30 12:42:34.522888
COMM1999,9,Industry Innovation and Infrastructure,Yes,Develops digital technology skills and business innovation capabilities,2024-10-30 12:42:34.522890
COMM1999,12,Responsible Consumption and Production,Yes,Includes learning outcomes focused on responsible business practices,2024-10-30 12:42:34.522892
COMM1999,16,Peace Justice and Strong Institutions,Yes,Addresses responsible business practices and ethical leadership development,2024-10-30 12:42:34.522894
COMM1999,17,Partnerships for the Goals,Yes,Integrates global competence and cross-cultural business understanding,2024-10-30 12:42:34.522896
COMM2233,4,Quality Education,Yes,Course provides practical business education through industry consulting projects,2024-10-30 12:42:37.426528
COMM2233,8,Decent Work and Economic Growth,Yes,Develops workplace skills and connects students with industry partners,2024-10-30 12:42:37.426541
COMM2233,9,Industry Innovation and Infrastructure,Yes,Students work on real business problems and contribute to industry solutions,2024-10-30 12:42:37.426562
COMM2233,17,Partnerships for the Goals,Yes,Creates partnerships between university and industry for student learning,2024-10-30 12:42:37.426565
COMM1180,4,Quality Education,Yes,Course provides undergraduate business education focused on value creation and critical thinking,2024-10-30 12:42:57.518379
COMM1180,8,Decent Work and Economic Growth,Yes,Teaches fundamentals of business value creation and investment decisions,2024-10-30 12:42:57.518388
COMM1180,9,Industry Innovation and Infrastructure,Yes,Covers how technology and innovation enable value creation in organizations,2024-10-30 12:42:57.518390
COMM1180,12,Responsible Consumption and Production,Yes,Addresses sustainable value creation and social responsibilities in business contexts,2024-10-30 12:42:57.518391
COMM1180,16,Peace Justice and Strong Institutions,Yes,Emphasizes ethical decision making and responsible business practices,2024-10-30 12:42:57.518393
COMM1180,17,Partnerships for the Goals,Yes,Focuses on multi-stakeholder collaboration and creating shared value,2024-10-30 12:42:57.518395
COMM3000,4,Quality Education,Yes,Course provides business education with focus on evidence-based decision making and professional skills development,2024-10-30 12:43:01.559333
COMM3000,8,Decent Work and Economic Growth,Yes,Course teaches business analysis and intervention design skills relevant for professional work environments,2024-10-30 12:43:01.559340
COMM3000,9,Industry Innovation and Infrastructure,Yes,Students learn to analyze and design interventions for business and organizational improvement,2024-10-30 12:43:01.559342
COMM3000,12,Responsible Consumption and Production,Yes,Course emphasizes evidence-based evaluation of interventions and responsible business practices,2024-10-30 12:43:01.559344
COMM3000,16,Peace Justice and Strong Institutions,Yes,Focus on designing and evaluating interventions for organizational effectiveness and ethical frameworks,2024-10-30 12:43:01.559345
COMM3000,17,Partnerships for the Goals,Yes,Course involves collaboration between academic institution and industry through guest lectures and real-world projects,2024-10-30 12:43:01.559347
COMM8100,4,Quality Education,Yes,Course provides postgraduate research education and training in business research methods,2024-10-30 12:43:21.958724
COMM8100,5,Gender Equality,No,Not enough information,2024-10-30 12:43:21.958729
COMM8100,8,Decent Work and Economic Growth,Yes,Course develops business research capabilities that contribute to economic knowledge,2024-10-30 12:43:21.958731
COMM8100,9,Industry Innovation and Infrastructure,Yes,Course teaches research methods that support business innovation and knowledge creation,2024-10-30 12:43:21.958733
COMM8100,10,Reduced Inequalities,No,Not enough information,2024-10-30 12:43:21.958734
COMM8100,12,Responsible Consumption and Production,No,Not enough information,2024-10-30 12:43:21.958735
COMM8100,16,"Peace, Justice and Strong Institutions",No,Not enough information,2024-10-30 12:43:21.958736
COMM8100,17,Partnerships for the Goals,No,Not enough information,2024-10-30 12:43:21.958737
COMM3900,4,Quality Education,Yes,Course provides undergraduate business education with focus on professional skills development,2024-10-30 12:43:25.959022
COMM3900,8,Decent Work and Economic Growth,Yes,Focuses on sustainable business models and economic systems,2024-10-30 12:43:25.959029
COMM3900,9,Industry Innovation and Infrastructure,Yes,Covers innovation models and new business approaches,2024-10-30 12:43:25.959030
COMM3900,12,Responsible Consumption and Production,Yes,Addresses sustainable value chains and business practices,2024-10-30 12:43:25.959031
COMM3900,13,Climate Action,Yes,Includes climate change and risk analysis components,2024-10-30 12:43:25.959032
COMM3900,16,Peace Justice and Strong Institutions,Yes,"Covers governance, regulation and reporting",2024-10-30 12:43:25.959034
COMM3900,17,Partnerships for the Goals,Yes,Emphasizes stakeholder collaboration and interdisciplinary approaches,2024-10-30 12:43:25.959035
COMM5709,8,Decent Work and Economic Growth,Yes,"Course examines corporate responsibility in workplace and market spheres, including business ethics and labor practices",2024-10-30 12:43:31.133198
COMM5709,9,Industry Innovation and Infrastructure,Yes,Covers business models for sustainability and corporate governance innovation,2024-10-30 12:43:31.133210
COMM5709,12,Responsible Consumption and Production,Yes,"Focuses on corporate sustainability reporting, supply chain management, and environmental impact",2024-10-30 12:43:31.133211
COMM5709,13,Climate Action,Yes,Includes content on environmental responsibility and natural resource management,2024-10-30 12:43:31.133213
COMM5709,16,Peace Justice and Strong Institutions,Yes,"Addresses corporate governance, accountability, transparency and ethical business practices",2024-10-30 12:43:31.133215
COMM5709,17,Partnerships for the Goals,Yes,Examines business-community partnerships and corporate-government relationships for sustainability,2024-10-30 12:43:31.133217
COMM5709,4,Quality Education,Yes,Provides postgraduate education in corporate responsibility and sustainability management,2024-10-30 12:43:31.133219
COMM5709,5,Gender Equality,No,Not explicitly addressed in course content,2024-10-30 12:43:31.133221
COMM5709,10,Reduced Inequalities,No,Not specifically covered in course outline,2024-10-30 12:43:31.133223
COMM5022,4,Quality Education,Yes,Course provides practical work experience and professional skill development for postgraduate students,2024-10-30 12:43:53.070001
COMM5022,8,Decent Work and Economic Growth,Yes,"Focuses on workplace experience, professional development, and career preparation",2024-10-30 12:43:53.070010
COMM5022,9,Industry Innovation and Infrastructure,Yes,Students work directly with industry partners and analyze business practices,2024-10-30 12:43:53.070012
COMM5022,12,Responsible Consumption and Production,Yes,Students analyze organizational purpose and responsible business practices,2024-10-30 12:43:53.070014
COMM5022,17,Partnerships for the Goals,Yes,Creates partnerships between university and industry for student development,2024-10-30 12:43:53.070016
COMM3030,1,No Poverty,Yes,Course addresses social challenges and works with social enterprises focused on addressing poverty,2024-10-30 12:43:58.034606
COMM3030,4,Quality Education,Yes,Course provides experiential learning and professional skill development,2024-10-30 12:43:58.034613
COMM3030,8,Decent Work and Economic Growth,Yes,Course focuses on social entrepreneurship and sustainable business models,2024-10-30 12:43:58.034616
COMM3030,9,Industry Innovation and Infrastructure,Yes,Students work on innovative social enterprise projects and business solutions,2024-10-30 12:43:58.034617
COMM3030,10,Reduced Inequalities,Yes,Course addresses social challenges and inequalities through social entrepreneurship,2024-10-30 12:43:58.034618
COMM3030,11,Sustainable Cities and Communities,Yes,Projects may focus on community development and sustainable solutions,2024-10-30 12:43:58.034620
COMM3030,12,Responsible Consumption and Production,Yes,Course covers sustainable business models and social enterprise,2024-10-30 12:43:58.034621
COMM3030,16,Peace Justice and Strong Institutions,Yes,Addresses corporate social responsibility and ethical business practices,2024-10-30 12:43:58.034623
COMM3030,17,Partnerships for the Goals,Yes,Students partner with social enterprises and organizations to achieve social impact,2024-10-30 12:43:58.034624
COMM1170,4,Quality Education,Yes,Course provides business education at undergraduate level with clear learning outcomes and assessment structure,2024-10-30 12:44:18.009171
COMM1170,8,Decent Work and Economic Growth,Yes,Focuses on organizational resource management and competitive advantage in business contexts,2024-10-30 12:44:18.009183
COMM1170,9,Industry Innovation and Infrastructure,Yes,Covers technology resources and innovation in organizational management,2024-10-30 12:44:18.009187
COMM1170,12,Responsible Consumption and Production,Yes,"Addresses resource management, budgeting and sustainable business practices",2024-10-30 12:44:18.009190
COMM1170,16,Peace Justice and Strong Institutions,Yes,Develops leadership skills and organizational management capabilities,2024-10-30 12:44:18.009192
COMM1170,17,Partnerships for the Goals,Yes,Emphasizes collaboration and resource mobilization across organizations,2024-10-30 12:44:18.009195
COMM3501,4,Quality Education,Yes,Course provides technical education in business analytics and data science,2024-10-30 12:44:21.850583
COMM3501,8,Decent Work and Economic Growth,Yes,Develops skills for business decision-making and analytics careers,2024-10-30 12:44:21.850591
COMM3501,9,Industry Innovation and Infrastructure,Yes,Teaches modern analytical tools and techniques for business innovation,2024-10-30 12:44:21.850593
COMM3501,12,Responsible Consumption and Production,Yes,Covers ethical and social issues in data analytics and business decisions,2024-10-30 12:44:21.850595
COMM3501,16,Peace Justice and Strong Institutions,Yes,Addresses regulatory issues and ethical considerations in data analytics,2024-10-30 12:44:21.850597
COMM3501,17,Partnerships for the Goals,Yes,Includes group projects and cross-disciplinary collaboration,2024-10-30 12:44:21.850599
COMM2822,4,Quality Education,Yes,Course provides technical education in database management and business analytics,2024-10-30 12:44:26.752323
COMM2822,8,Decent Work and Economic Growth,Yes,Develops professional skills in database management needed for business careers,2024-10-30 12:44:26.752332
COMM2822,9,Industry Innovation and Infrastructure,Yes,Teaches database infrastructure and technological innovation skills,2024-10-30 12:44:26.752335
COMM2822,12,Responsible Consumption and Production,Yes,Covers data management and ethical implications of big data analytics,2024-10-30 12:44:26.752336
COMM2822,16,Peace Justice and Strong Institutions,Yes,"Addresses database security, access control, and ethical data management",2024-10-30 12:44:26.752338
COMM2822,17,Partnerships for the Goals,Yes,Includes team-based projects and collaborative problem solving,2024-10-30 12:44:26.752340
COMM5044,4,Quality Education,Yes,Course provides postgraduate business education with focus on future workforce skills,2024-10-30 12:44:50.130930
COMM5044,5,Gender Equality,No,Not explicitly addressed in course content,2024-10-30 12:44:50.130938
COMM5044,8,Decent Work and Economic Growth,Yes,"Focuses on future of work, workforce skills, and sustainable business practices",2024-10-30 12:44:50.130941
COMM5044,9,Industry Innovation and Infrastructure,Yes,Addresses business innovation and future workplace challenges through industry partnerships,2024-10-30 12:44:50.130943
COMM5044,10,Reduced Inequalities,No,Not explicitly addressed in course content,2024-10-30 12:44:50.130945
COMM5044,11,Sustainable Cities and Communities,No,Not explicitly addressed in course content,2024-10-30 12:44:50.130947
COMM5044,12,Responsible Consumption and Production,Yes,Includes focus on business sustainability and ESG principles,2024-10-30 12:44:50.130948
COMM5044,13,Climate Action,No,Not explicitly addressed in course content,2024-10-30 12:44:50.130950
COMM5044,16,"Peace, Justice and Strong Institutions",No,Not explicitly addressed in course content,2024-10-30 12:44:50.130951
COMM5044,17,Partnerships for the Goals,Yes,Course involves industry partnerships and cross-disciplinary collaboration,2024-10-30 12:44:50.130953
COMM5701,1,No Poverty,Yes,Course examines intractable social and economic problems and solutions through social innovation,2024-10-30 12:44:55.399144
COMM5701,3,Good Health and Well-being,Yes,Addresses social issues and community wellbeing through cross-sector collaboration,2024-10-30 12:44:55.399151
COMM5701,4,Quality Education,Yes,Provides postgraduate education in social impact and innovation,2024-10-30 12:44:55.399153
COMM5701,8,Decent Work and Economic Growth,Yes,Explores social enterprises and business models for social change,2024-10-30 12:44:55.399155
COMM5701,9,Industry Innovation and Infrastructure,Yes,Covers social innovation and new organizational forms for social purpose,2024-10-30 12:44:55.399157
COMM5701,10,Reduced Inequalities,Yes,Addresses complex social issues and systemic inequalities,2024-10-30 12:44:55.399158
COMM5701,11,Sustainable Cities and Communities,Yes,Focuses on creating social value and impact in communities,2024-10-30 12:44:55.399160
COMM5701,16,"Peace, Justice and Strong Institutions",Yes,Examines cross-sector collaboration and governance for social impact,2024-10-30 12:44:55.399161
COMM5701,17,Partnerships for the Goals,Yes,Emphasizes cross-sector partnerships and collaboration for social impact,2024-10-30 12:44:55.399163
COMM8102,4,Quality Education,Yes,Course provides advanced statistical and econometric education at postgraduate level,2024-10-30 12:44:59.377525
COMM8102,8,Decent Work and Economic Growth,Yes,Course teaches economic analysis and research skills relevant for business and economic growth,2024-10-30 12:44:59.377530
COMM8102,9,Industry Innovation and Infrastructure,Yes,Teaches advanced analytical methods and software tools used in economic research and industry,2024-10-30 12:44:59.377532
COMM8102,17,Partnerships for the Goals,Yes,Course develops skills for analyzing economic data that can inform policy and development goals,2024-10-30 12:44:59.377533
COMM5710,1,No Poverty,Yes,Course focuses on advancing economic conditions in communities through business innovation,2024-10-30 12:45:26.017192
COMM5710,3,Good Health and Well-being,Yes,Addresses social needs and reconceiving products/markets to improve community conditions,2024-10-30 12:45:26.017202
COMM5710,4,Quality Education,Yes,Provides postgraduate education in sustainable business practices,2024-10-30 12:45:26.017204
COMM5710,8,Decent Work and Economic Growth,Yes,Focuses on enhancing business competitiveness while improving economic conditions,2024-10-30 12:45:26.017207
COMM5710,9,Industry Innovation and Infrastructure,Yes,Emphasizes business innovation and productivity improvements in value chains,2024-10-30 12:45:26.017209
COMM5710,10,Reduced Inequalities,Yes,Aims to advance social conditions and create value for communities,2024-10-30 12:45:26.017212
COMM5710,11,Sustainable Cities and Communities,Yes,Addresses development of local clusters and community advancement,2024-10-30 12:45:26.017214
COMM5710,12,Responsible Consumption and Production,Yes,Covers reconceiving products/markets and value chain productivity,2024-10-30 12:45:26.017215
COMM5710,17,Partnerships for the Goals,Yes,Focuses on stakeholder collaboration and partnerships between sectors,2024-10-30 12:45:26.017217
COMM5007,4,Quality Education,Yes,Course provides technical education in programming and business analytics,2024-10-30 12:45:30.724162
COMM5007,5,Gender Equality,No,Not enough information,2024-10-30 12:45:30.724176
COMM5007,8,Decent Work and Economic Growth,Yes,Develops professional programming skills for business applications,2024-10-30 12:45:30.724180
COMM5007,9,Industry Innovation and Infrastructure,Yes,Teaches digital skills and programming for business innovation,2024-10-30 12:45:30.724183
COMM5007,10,Reduced Inequalities,No,Not enough information,2024-10-30 12:45:30.724186
COMM5007,12,Responsible Consumption and Production,No,Not enough information,2024-10-30 12:45:30.724190
COMM5007,17,Partnerships for the Goals,Yes,Emphasizes collaborative teamwork and group projects,2024-10-30 12:45:30.724193
COMM8103,4,Quality Education,Yes,Course provides postgraduate research education and academic skill development,2024-10-30 12:45:33.762464
COMM8103,8,Decent Work and Economic Growth,Yes,Focus on business research and professional development for academic careers,2024-10-30 12:45:33.762477
COMM8103,9,Industry Innovation and Infrastructure,Yes,Develops research capabilities in business innovation and academic knowledge creation,2024-10-30 12:45:33.762481
COMM8103,17,Partnerships for the Goals,Yes,Emphasizes research collaboration and academic networking,2024-10-30 12:45:33.762484
COMM5706,1,No Poverty,Yes,Course focuses on social innovation and impact to address complex social issues,2024-10-30 12:45:58.230282
COMM5706,3,Good Health and Well-being,Yes,Design thinking applied to social service provision and social issues,2024-10-30 12:45:58.230289
COMM5706,4,Quality Education,Yes,Provides postgraduate education in design thinking and social innovation,2024-10-30 12:45:58.230291
COMM5706,8,Decent Work and Economic Growth,Yes,Covers business model redesign for social impact,2024-10-30 12:45:58.230293
COMM5706,9,Industry Innovation and Infrastructure,Yes,Teaches design and innovation principles for organizational change,2024-10-30 12:45:58.230295
COMM5706,10,Reduced Inequalities,Yes,Addresses social issues and inclusive design approaches,2024-10-30 12:45:58.230296
COMM5706,11,Sustainable Cities and Communities,Yes,Social innovation and systems thinking for community impact,2024-10-30 12:45:58.230297
COMM5706,12,Responsible Consumption and Production,Yes,Focus on sustainable business models and social enterprise,2024-10-30 12:45:58.230299
COMM5706,16,"Peace, Justice and Strong Institutions",Yes,Covers governance and institutional design for social impact,2024-10-30 12:45:58.230300
COMM5706,17,Partnerships for the Goals,Yes,Emphasizes multi-stakeholder collaboration and systems approach,2024-10-30 12:45:58.230301
COMM2501,4,Quality Education,Yes,Course teaches data visualization and communication skills at university level,2024-10-30 12:46:02.435391
COMM2501,8,Decent Work and Economic Growth,Yes,Develops professional skills for business communication and leadership,2024-10-30 12:46:02.435399
COMM2501,9,Industry Innovation and Infrastructure,Yes,Teaches technical skills in data analytics and visualization,2024-10-30 12:46:02.435401
COMM2501,10,Reduced Inequalities,Yes,Focuses on addressing global challenges and cultural diversity,2024-10-30 12:46:02.435403
COMM2501,12,Responsible Consumption and Production,Yes,Teaches responsible data representation and ethical practices,2024-10-30 12:46:02.435405
COMM2501,16,Peace Justice and Strong Institutions,Yes,Emphasizes ethical data practices and responsible business conduct,2024-10-30 12:46:02.435407
COMM2501,17,Partnerships for the Goals,Yes,Students work on UN SDG-related challenges and develop solutions,2024-10-30 12:46:02.435408
COMM3050,4,Quality Education,Yes,Course provides undergraduate business education focused on data analytics and ethics,2024-10-30 12:46:06.180313
COMM3050,8,Decent Work and Economic Growth,Yes,Teaches responsible data use in business contexts and professional development,2024-10-30 12:46:06.180326
COMM3050,9,Industry Innovation and Infrastructure,Yes,Focuses on data analytics and technological innovation in business,2024-10-30 12:46:06.180329
COMM3050,12,Responsible Consumption and Production,Yes,Addresses ethical data use and responsible business practices,2024-10-30 12:46:06.180331
COMM3050,16,Peace Justice and Strong Institutions,Yes,"Covers data governance, regulations, and legal frameworks for business",2024-10-30 12:46:06.180333
COMM3050,17,Partnerships for the Goals,Yes,Emphasizes teamwork and collaborative approaches to addressing data challenges,2024-10-30 12:46:06.180335
COMM5902,1,No Poverty,Yes,Course focuses on social impact and improving social outcomes through leadership,2024-10-30 12:46:30.676920
COMM5902,2,Zero Hunger,No,Not explicitly addressed in course content,2024-10-30 12:46:30.676927
COMM5902,3,Good Health and Well-being,No,Not explicitly addressed in course content,2024-10-30 12:46:30.676929
COMM5902,4,Quality Education,Yes,Course provides postgraduate education in leadership and social impact,2024-10-30 12:46:30.676930
COMM5902,5,Gender Equality,Yes,Course includes study of social impact leaders from BBC 100 Women list,2024-10-30 12:46:30.676932
COMM5902,8,Decent Work and Economic Growth,Yes,Addresses leadership in social enterprises and corporate responsibility,2024-10-30 12:46:30.676933
COMM5902,10,Reduced Inequalities,Yes,Focus on creating social value and improving social outcomes,2024-10-30 12:46:30.676935
COMM5902,11,Sustainable Cities and Communities,Yes,Addresses community groups and social outcomes,2024-10-30 12:46:30.676936
COMM5902,16,"Peace, Justice and Strong Institutions",Yes,Covers governance systems and institutional leadership,2024-10-30 12:46:30.676937
COMM5902,17,Partnerships for the Goals,Yes,Emphasizes collaborative practice and stakeholder engagement,2024-10-30 12:46:30.676939
COMM3999,4,Quality Education,Yes,Course provides structured professional development and portfolio building for business students,2024-10-30 12:46:34.472147
COMM3999,8,Decent Work and Economic Growth,Yes,Focus on employability skills and career preparation for business graduates,2024-10-30 12:46:34.472152
COMM3999,9,Industry Innovation and Infrastructure,Yes,Develops business communication and digital portfolio skills for professional work,2024-10-30 12:46:34.472153
COMM3999,10,Reduced Inequalities,Yes,Includes focus on cultural competence and cross-cultural communication,2024-10-30 12:46:34.472154
COMM3999,12,Responsible Consumption and Production,Yes,Includes learning outcomes focused on responsible business practices,2024-10-30 12:46:34.472155
COMM3999,17,Partnerships for the Goals,Yes,Integrates academic learning with professional skill development and industry preparation,2024-10-30 12:46:34.472156
COMM5704,1,No Poverty,No,Not enough information,2024-10-30 12:46:40.251273
COMM5704,2,Zero Hunger,No,Not enough information,2024-10-30 12:46:40.251280
COMM5704,3,Good Health and Well-being,No,Not enough information,2024-10-30 12:46:40.251282
COMM5704,4,Quality Education,Yes,Course provides postgraduate education in social impact measurement,2024-10-30 12:46:40.251284
COMM5704,5,Gender Equality,No,Not enough information,2024-10-30 12:46:40.251286
COMM5704,6,Clean Water and Sanitation,No,Not enough information,2024-10-30 12:46:40.251288
COMM5704,7,Affordable and Clean Energy,No,Not enough information,2024-10-30 12:46:40.251290
COMM5704,8,Decent Work and Economic Growth,No,Not enough information,2024-10-30 12:46:40.251291
COMM5704,9,"Industry, Innovation and Infrastructure",No,Not enough information,2024-10-30 12:46:40.251293
COMM5704,10,Reduced Inequalities,Yes,Course focuses on measuring and improving social impact for vulnerable groups,2024-10-30 12:46:40.251295
COMM5704,11,Sustainable Cities and Communities,No,Not enough information,2024-10-30 12:46:40.251297
COMM5704,12,Responsible Consumption and Production,No,Not enough information,2024-10-30 12:46:40.251298
COMM5704,13,Climate Action,No,Not enough information,2024-10-30 12:46:40.251299
COMM5704,14,Life Below Water,No,Not enough information,2024-10-30 12:46:40.251301
COMM5704,15,Life on Land,No,Not enough information,2024-10-30 12:46:40.251302
COMM5704,16,"Peace, Justice and Strong Institutions",Yes,Course covers evaluation of third sector organizations and social programs,2024-10-30 12:46:40.251304
COMM5704,17,Partnerships for the Goals,Yes,"Course emphasizes collaboration between sectors (government, corporate, third sector) for social impact",2024-10-30 12:46:40.251306
COMM5201,1,No Poverty,Yes,Course focuses on developing social enterprises to address social gaps and needs,2024-10-30 12:47:02.548816
COMM5201,4,Quality Education,Yes,Provides postgraduate education in social impact and enterprise development,2024-10-30 12:47:02.548822
COMM5201,5,Gender Equality,No,Not explicitly addressed in course content,2024-10-30 12:47:02.548824
COMM5201,8,Decent Work and Economic Growth,Yes,Teaches sustainable business models and social entrepreneurship,2024-10-30 12:47:02.548825
COMM5201,9,Industry Innovation and Infrastructure,Yes,Focuses on innovation processes and developing new business solutions,2024-10-30 12:47:02.548827
COMM5201,10,Reduced Inequalities,Yes,Addresses social gaps and inequalities through business solutions,2024-10-30 12:47:02.548828
COMM5201,11,Sustainable Cities and Communities,Yes,Covers environmental and social sustainability in urban contexts,2024-10-30 12:47:02.548830
COMM5201,12,Responsible Consumption and Production,Yes,Teaches sustainable business practices and models,2024-10-30 12:47:02.548831
COMM5201,13,Climate Action,Yes,Environmental sustainability is a key focus area for projects,2024-10-30 12:47:02.548832
COMM5201,16,"Peace, Justice and Strong Institutions",Yes,Addresses governance and ethical considerations in social enterprises,2024-10-30 12:47:02.548834
COMM5201,17,Partnerships for the Goals,Yes,Emphasizes stakeholder engagement and partnerships for social impact,2024-10-30 12:47:02.548835
COMM1040,4,Quality Education,Yes,Course provides entrepreneurship education and business skills development,2024-10-30 12:47:06.695628
